label,sentence
5,お取り寄せスイーツコレクション：濃厚なチーズと甘い蜜。口の中でハーモニーを奏でる正統派チーズケーキ
7,Twitterでリムーブしたい人がいる……その時独女は？
8,NTTドコモ、ジョジョコラボスマホ「L-06D JOJO」を8月30日に発売予定！明日から事前予約開始
1,「すぐつく」の機能は微妙に異なる！テレビ機能の競い合い続く国産PC【デジ通】
8,イー・アクセスが2012年夏モデルを発表！イー・モバイル向けAndroidスマホ1機種、タブレット1機種とモバイルWi-Fiルーター1機種。LTE対応スマホは今年度中発売予定
8,"NTTドコモ、端末複数台購入で1台当たり10,500円割り引く「家族セット割」を関東・甲信越以外の国内全地域に適用へ"
2,ソフトバンク孫社長の「iPhone、iPad、スマートフォン…どれも持っていない人は、人生を悔い改めて」発言に余計なお世話だ！【話題】
4,スマホを使って“タダ酒1杯”が飲めちゃうキャンペーン実施中！
3,約3億3400万円で落札された史上最高額の写真に「誰か解説して」
6,【Sports Watch】佑ちゃんフィーバーも、地元商店「テレビの取材はもう受けたくない」
6,「MLBで日本人の評価が低下」記事に賛否両論
4,坂本龍一をCM起用したドコモの本気さがわかるスマートフォン【新生活特集】
6,【Sports Watch】高田監督辞任は、少年ファンの暴言が決め手に!?
7,意外に大変?!　モテる定説“マメな男”との交際事情
1,漫画家/イラストレーター志望のクリエイターのたまご必見！　デジタルでの制作環境が全て揃うレビューアー募集開始
3,園山真希絵が経営する料理店を閉店、その経緯に非難の声
7,【オトナ女子コミック部】独女が読んでも爆笑必至!! キャラ立ち子育てマンガ『ママはテンパリスト』
7,女医が教えるオンナの体のウソホント vol.7「なぜそんなトコロで落ち着いちゃう!? 覚えておこう子宮外妊娠」presented by ゆるっとcafe
3,母親逮捕報道のAKB48高橋みなみが謝罪、「遅すぎる」対応に非難
2,スマートフォンで操れる！　パナソニック、Ｗｉ−Ｆｉ搭載スリムズームのデジカメ「ＬＵＭＩＸ　ＤＭＣ−ＳＺ５」を発売【売れ筋チェック】
5,思わず笑顔になっちゃう！　HAPPY♪全開クリスマスムービー
2,ほぼ２人に１人はスマホ持ち！　アメリカでのスマホ普及が広がる【話題】
6,メッシの父が語る、“異例の”バルセロナ入団
2,「同情して！」アピールが痛い!!　心配されたがりやのネガティブさん【SNS痛い人】
8,ワルキューレ、三度マーベルランドへ！横スクロールアクションRPG「ワルキューレの栄光」【Androidアプリ】
6,【Sports Watch】巨人・坂本のエラーに苦言「言い訳できないでしょ、あれ」
3,「徹子ちゃん」ローラが徹子を圧倒したとネットで話題に
6,【Sports Watch】野球界が練習しなくなった原因を作ったのがノムさん!?
5,「ロコスター★サポーター」で未来のスターを発掘しよう！
4,【Shine! vol.02】いまの自分があるのは「中国」のおかげです（株式会社三陽商会 安田繭さん）
0,剛力彩芽が笑顔を封印し、泥メイクに挑戦
3,マー君＆里田まい結婚にネットの反応は?
8,NTTドコモ、コンパクトなミュージックプレイヤースマホ「AQUOS PHONE sv SH-07D」を6月7日に発売予定！6月1日から事前予約開始
7,長男の彼女or嫁にはやっぱり覚悟が必要？
6,【Sports Watch】片岡安祐美のハプニング“ノーブラで練習に行ってた”
5,今年の冬はメイクで心も浄化。“ルナソル”の月光浄化
6,【Sports Watch】武田氏キッパリ 「チャンスを100％決めてたんです、僕らの時って」
3,橋下市長がパチンコ業界について言及「しっかり整理しなければいけない」
2,手間賃の方が高い？　拾ったAKBの画像を150円でネットで売り逮捕【ニュース】
5,【終了しました】しっとりなめらかな美肌を作る「ちふれ ベースメイクセット」を3名様にプレゼント
3,AKB米沢・平嶋の握手会参加に物議
6,【Sports Watch】李がなでしこ・丸山をダメ出し 「まだできる余地がある」
7,焼き場に直行！ 独女が考えるこれからの葬儀とは？
6,長友の同僚オビ、豪快な積雪ダイブに「楽しそう」
1,かなり雰囲気のある写真が撮影できる「残像カメラ」【iPhoneでチャンスを掴め】
3,歌手・華原朋美の芸能界復帰に賛否両論
5,加藤夏希、マリエによる“おんなのこ革命。”　神戸コレクション ′10S/S
3,「やりたい放題だな」東電社員の給与のせいで電気代高騰か
4,徹底検証！話題のセキュリティソフト「マカフィー オール アクセス 2012」をITニュース編集長が使い倒してみた
7,もうプロポーズを待たない女たち
2,タテとヨコ、引きと寄りで最高の１枚を！いつもの写真をワンランクアップしてかわいい写真を撮る方法【スタイリング講座】
6,来季に注目、女子ゴルフ界は美女だらけ？
7,ありのままの私を愛しなさい！　Presented by ゆるっとcafe
2,声優を使えば人気爆発？　iPhoneの音声アシスタント機能「Siri」は3月に日本語対応か【話題】
4,年収1000万円のビジネスパーソンに聞いた「同年齢（同期）との年収差」 - 年収1000万円研究所 vol.19
0,恐怖の生“貞子”の登場に、シドの新曲お披露目会場は騒然
1,計算式をすばやくチェックできるExcelの便利ワザ【知っ得！虎の巻】
1,GoogleドライブのファイルをiPhoneからダイレクトに編集する【知っ得！虎の巻】
7,【オトナ女子映画部】男が惹かれる知的なエロさ『サルトルとボーヴォワール　哲学と愛』
3,SMAP木村拓哉のスピード違反に「反省してるのか?」
7,「お世話になっています」は感謝の言葉？
1,人の役に立ってお小遣いも稼げる！責任者が語る「NAVERまとめ」の魅力
2,【話題】「Yahoo! Phone」がいよいよ２３日に発売スタート
6,【Sports Watch】美しすぎる２０歳の女王が初制覇に挑む
6,【Sports Watch】知る人ぞ知る美人アスリート、小麦肌の漕艇選手
8,AppComing、ドコモショップ6店舗で端末をお得に購入できる「読者キャンペーン ゴールデンウィークSpecial」を開催
6,【Sports Watch】里田まい、マー君との交際には“おばかキャラは一切なし”
2,大ヒットのiPhone4Sが年末までに世界での販売エリアを大幅拡大【ニュース】
7,女子会の落とし穴
8,ソフトバンク、AQUOS PHONE 103SHに緊急速報メールを確実に受信できるようにするためのソフトウェア更新を提供開始
6,【Sports Watch】日本代表の快勝にセルジオ氏「日本サッカーにとっても明るい」
7,意外と知らない？　恋人の携帯電話帳登録名
7,くさったよめがあらわれた！vol.07「春だからこそ夢（妄想）みちゃうんです」presented by ゆるっとcafe
0,インタビュー：木下優樹菜「“本当の強さ”とは、ブレない何かを貫き通している人」
5,“草食男子”はギャルに不人気！　働く女子が好きなのは？
7,あなたはいくつまで恋ができると思いますか？
2,好きなところを温めてほぐすマッサージ器は車載もOK!【売れ筋チェック】
5,クリスマスマーケット in 横浜赤レンガ倉庫
1,七人の侍によって開発された新素材！　NECのLaVie Zで使われた新素材の開発秘話【デジ通】
3,「日本オワタ」20〜30代の死因に衝撃
8,【パナソニックは新しいブランドへ！多機能かつ高性能なFOMAスマホ「ELUGA V P-06D」特集】
7,ランクづけに見る独女たちのプライド
2,【話題】アンドロイドアプリを徹底解説！「Appmax」がデザインを一新
6,【Sports Watch】世界で一番かわいい力持ち
5,「SATC」のキャリー風にセクシーに決めた森泉のタイプは“エイダン”
2,アデランスが提案！　スカルプ・フェイス・ボディのお手入れを手軽に自宅でできる『ＨａｉｒＲｅｐｒｏ ＵＰ（ヘアリプロユーピー）』登場【売れ筋チェック】
8,富士通研究所、普通のスマホやケータイで3D撮影を可能にする技術を開発
7,好き、守る、育てる「投資」で、利息＋プライスレス
0,人気漫画「クローバー」の連続ドラマ化が決定
7,欲しくなったときが適齢期？ わたしたちの高齢出産
2,単三乾電池で動く！　12V 型ハイビジョン液晶 TV「PRODIA PRD-LK112」が登場【売れ筋チェック】
